Ticker:,The earliest date of MD&A,The latest date of MD&A,Number of MD&A
FLMN,2019-05-08 16:17:01,2019-11-08 16:01:05,3
FLNT,2015-05-20 16:45:02,2019-11-12 17:20:00,15
FLO,2008-05-29 16:10:02,2018-11-07 16:37:03,29
FLOW,2015-11-03 16:58:05,2019-10-30 21:01:02,13
FLR,2008-05-12 16:42:04,2019-10-31 08:23:03,35
FLS,2008-04-28 16:58:03,2019-10-30 16:02:05,36
FLT,2011-05-16 11:39:01,2016-11-09 16:48:00,11
FLUX,2014-05-15 17:08:03,2019-02-13 16:01:03,12
FLWS,2010-05-06 15:55:03,2019-11-08 13:47:02,18
FLXN,2014-05-12 16:16:02,2019-05-08 16:06:02,16
FLXS,2011-02-08 12:08:00,2019-10-31 15:12:03,2
FMAO,2009-05-05 16:53:02,2019-10-30 14:39:04,12
FMBH,2012-11-08 10:19:04,2019-11-05 10:36:01,24
FMBI,2009-11-06 16:53:00,2019-11-06 16:08:04,24
FMBIP,2009-11-06 16:53:00,2019-11-06 16:08:04,24
FMBM,2008-08-14 11:30:04,2019-11-12 13:46:02,13
FMC,2011-05-05 09:44:02,2019-07-31 14:08:01,26
FMCB,2008-04-25 14:21:01,2019-08-09 11:26:00,26
FMCC,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCCG,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCCH,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCCI,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCCJ,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCCK,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCCL,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCCM,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCCN,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCCO,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCCP,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCCS,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCCT,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCI,2019-11-07 16:06:05,2019-11-07 16:06:05,1
FMCIU,2019-11-07 16:06:05,2019-11-07 16:06:05,1
FMCIW,2019-11-07 16:06:05,2019-11-07 16:06:05,1
FMCKI,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCKJ,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCKK,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCKL,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCKM,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCKN,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCKO,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMCKP,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FMFG,2017-06-02 14:44:04,2018-05-14 16:11:03,3
FMI,2013-11-12 13:21:04,2018-05-02 17:19:02,11
FMNB,2008-05-08 15:35:01,2012-05-09 16:17:00,3
FMSA,2014-11-13 17:16:05,2018-05-10 17:01:03,11
FN,2011-02-02 17:25:00,2019-05-07 16:07:02,25
FNAM,2012-11-09 18:31:00,2019-10-17 13:05:00,18
FNB,2008-05-12 14:35:03,2019-11-07 15:21:03,36
FNBG,2012-05-14 13:16:00,2017-11-03 17:06:04,13
FNCB,2011-12-02 14:12:02,2019-11-05 15:13:02,16
FND,2017-05-25 16:16:02,2019-11-01 07:42:00,9
FNF,2008-05-08 18:26:02,2019-10-30 16:08:02,36
FNGN,2010-11-09 14:26:00,2018-05-08 18:49:03,22
FNGR,2014-07-28 14:39:05,2019-07-22 16:06:02,7
FNHC,2011-05-16 16:22:03,2017-11-09 14:46:04,19
FNHI,2014-08-07 15:46:02,2019-11-15 08:01:01,12
FNJN,2008-05-15 17:06:01,2019-11-06 08:14:03,37
FNLC,2008-05-09 16:44:00,2019-11-12 11:57:05,35
FNMA,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMAG,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMAH,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMAI,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMAJ,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMAK,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMAL,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMAM,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMAN,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMAO,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMAP,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMAS,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMAT,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMFM,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMFN,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNMFO,2008-05-06 07:24:04,2019-10-31 07:25:00,26
FNWB,2014-12-19 16:29:01,2019-11-08 17:18:00,16
FOCS,2018-08-28 17:02:00,2019-11-07 07:00:05,5
FOE,2008-05-06 17:19:03,2019-11-12 07:28:05,31
FOFN,2010-05-17 17:38:00,2017-08-09 16:10:01,20
FOGO,2016-05-11 14:54:05,2017-11-07 17:54:04,6
FOLD,2008-05-13 18:01:01,2019-11-12 06:46:00,27
FOMX,2018-05-08 16:12:00,2019-11-12 06:17:01,6
FONR,2013-11-14 16:29:00,2013-11-14 16:29:00,1
FOR,2008-05-08 08:31:01,2019-07-30 16:51:04,35
FORD,2015-02-13 08:45:00,2019-02-14 16:06:01,4
FORM,2008-05-08 16:53:04,2019-11-05 15:44:05,35
FORR,2008-05-12 15:47:03,2019-11-08 16:03:03,26
FOSI,2009-02-13 16:12:02,2019-11-20 14:24:05,35
FOSL,2008-05-15 15:37:05,2019-11-07 16:21:05,23
FOX,2019-05-10 16:25:00,2019-05-10 16:25:00,1
FOXA,2019-05-10 16:25:00,2019-05-10 16:25:00,1
FOXF,2013-09-19 16:22:05,2019-10-30 16:55:01,20
FPAC,2018-07-26 17:18:02,2019-05-14 17:18:05,2
FPAY,2016-05-16 17:03:04,2019-11-04 17:13:03,3
FPFI,2008-11-17 09:05:00,2015-08-17 16:49:03,27
FPH,2017-06-22 17:12:02,2019-11-08 16:24:00,9
FPI,2014-05-20 08:45:02,2019-11-12 17:11:05,18
FPO,2008-11-10 15:56:04,2017-07-27 17:55:00,22
FPPP,2011-11-14 06:56:04,2011-11-14 06:56:04,1
FPRX,2013-11-13 06:08:01,2019-05-09 16:31:02,17
FQFC,2018-02-05 14:36:00,2018-02-05 14:36:00,1
FR,2008-05-06 18:44:05,2019-10-25 16:27:03,25
FRAF,2008-08-11 14:00:04,2011-11-09 16:14:03,6
FRAN,2011-09-07 16:10:04,2019-12-11 16:36:02,22
FRBK,2008-05-01 11:56:01,2019-05-08 17:10:04,27
FRD,2008-02-14 12:26:03,2015-08-13 16:06:00,21
FREDQ,2008-06-12 16:58:02,2019-06-18 17:26:04,20
FREGP,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FREJN,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FREJO,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FREJP,2012-08-07 08:10:04,2019-10-30 08:01:04,23
FREQ,2019-11-18 07:33:03,2019-11-18 07:33:03,1
FREVS,2008-09-09 10:16:01,2019-09-06 10:10:05,28
FRG,2012-08-29 16:41:00,2019-12-10 17:14:05,26
FRGI,2012-05-10 16:47:03,2019-11-05 17:32:02,24
FRHC,2008-08-11 17:19:03,2019-11-12 17:18:05,14
FRLG,2012-05-09 18:36:00,2019-08-05 08:42:04,23
FRLI,2009-11-16 16:22:03,2019-11-14 10:22:02,31
FRMC,2012-08-14 15:14:03,2014-05-20 17:01:01,2
FRME,2009-05-11 15:54:01,2019-11-08 11:12:03,31
FRPH,2013-05-01 13:11:00,2013-08-07 13:09:04,2
FRPT,2014-12-10 17:16:01,2019-05-07 16:06:02,14
FRT-PC,2012-05-07 16:37:02,2019-10-30 16:14:03,24
FRT,2012-05-07 16:37:02,2019-10-30 16:14:03,24
FRTA,2016-11-14 21:58:02,2019-11-05 16:50:04,10
FRTG,2015-01-26 22:04:03,2015-10-19 17:28:02,4
FRZT,2011-05-16 14:25:04,2017-11-14 16:44:04,6
FSAM,2014-12-15 17:16:03,2017-11-14 17:17:05,10
FSB,2014-06-30 15:45:00,2019-08-06 16:27:00,17
FSBC,2016-06-24 10:58:04,2019-11-13 13:20:04,13
FSBW,2012-08-14 14:09:01,2019-11-08 14:11:03,22
FSCT,2018-05-10 17:33:02,2019-11-06 16:38:02,6
FSEA,2019-06-26 17:28:04,2019-11-14 16:32:02,3
FSFG,2008-09-26 16:42:02,2019-12-04 16:22:03,21
FSI,2018-11-14 16:01:04,2019-11-14 16:01:04,4
FSK,2009-08-13 17:26:04,2017-08-09 16:23:00,11
FSKR,2012-05-11 15:05:05,2019-11-14 16:36:02,10
FSLR,2008-05-01 19:03:03,2019-10-24 18:46:00,33
FSLY,2019-08-09 16:22:01,2019-11-08 16:20:04,2
FSP,2011-08-02 16:02:05,2019-10-29 20:28:05,25
FSS,2008-05-02 14:48:00,2019-10-31 11:36:02,33
FSSN,2011-01-04 15:53:01,2015-12-07 13:26:01,9
FSTR,2008-05-09 09:08:04,2019-10-30 11:45:04,33
FTAC,2019-11-12 16:30:03,2019-11-12 16:30:03,1
FTACU,2019-11-12 16:30:03,2019-11-12 16:30:03,1
FTACW,2019-11-12 16:30:03,2019-11-12 16:30:03,1
FTAI-PA,2015-06-03 16:50:05,2019-11-01 16:05:02,15
FTAI-PB,2015-06-03 16:50:05,2019-11-01 16:05:02,15
FTAI,2015-06-03 16:50:05,2019-11-01 16:05:02,15
FTD,2013-11-06 16:04:01,2018-11-07 20:29:02,17
FTDR,2018-11-06 17:23:00,2018-11-06 17:23:00,1
FTEK,2010-05-06 17:24:03,2019-11-13 16:32:03,25
FTFT,2008-11-14 17:09:05,2013-11-13 13:03:05,8
FTI,2017-05-04 17:20:04,2019-11-12 16:18:00,10
FTK,2008-05-12 17:15:01,2019-11-12 16:51:05,33
FTLF,2009-05-15 15:47:03,2018-08-14 09:02:03,28
FTMR,2008-10-20 18:29:01,2019-10-30 13:59:03,17
FTNT,2010-05-13 17:05:05,2019-10-31 17:13:02,22
FTNW,2009-05-13 16:39:04,2018-11-19 17:01:02,18
FTR,2013-11-07 10:06:00,2017-11-02 16:48:02,12
FTRQ,2013-11-07 10:06:00,2017-11-02 16:48:02,12
FTSI,2018-05-01 16:47:03,2019-11-05 16:16:02,6
FTSV,2018-08-13 16:16:04,2019-11-12 09:06:02,5
FTV-PA,2016-08-02 16:36:00,2019-10-24 19:01:03,11
FTV,2016-08-02 16:36:00,2019-10-24 19:01:03,11
FTWS,2014-11-17 14:19:05,2019-05-02 08:37:02,14
FTXP,2016-08-15 17:27:01,2019-08-30 16:37:04,12
FUBO,2016-11-23 08:04:02,2019-11-19 17:31:04,13
FUL,2016-09-23 16:04:05,2019-09-27 16:36:04,10
FULC,2019-08-26 07:43:01,2019-11-14 08:50:01,2
FULO,2008-05-15 11:40:05,2018-08-14 14:19:00,9
FULT,2008-05-12 15:23:02,2019-11-08 10:32:00,37
FUN,2008-08-08 13:56:02,2019-11-06 16:43:04,30
FUNC,2010-08-06 17:01:01,2019-11-07 16:33:05,14
FUSB,2012-05-11 15:15:05,2012-05-11 15:15:05,1
FUST,2016-05-25 16:46:00,2016-08-15 10:54:04,2
FUTL,2013-11-14 15:56:01,2013-11-14 15:56:01,1
FUV,2019-11-14 06:22:01,2019-11-14 06:22:01,1
FVE,2008-05-08 09:48:03,2019-11-06 17:05:02,38
FVRG,2018-08-15 15:10:01,2018-08-15 15:10:01,1
FVTI,2015-07-08 12:31:01,2019-11-14 15:42:00,12
FWLAF,2014-05-15 16:18:05,2014-05-15 16:18:05,1
FWONK,2013-05-08 19:07:00,2019-11-12 06:24:01,21
FXA,2011-09-09 17:18:05,2019-08-07 20:19:05,17
FXB,2011-09-09 17:18:00,2019-08-07 20:25:01,22
FXC,2011-09-09 17:20:00,2019-08-07 20:21:04,21
FXCH,2012-09-10 16:09:00,2019-08-07 20:21:03,20
FXCM,2011-05-16 17:26:02,2017-11-14 12:26:00,22
FXE,2011-09-09 17:20:00,2019-08-07 20:41:02,21
FXF,2011-09-09 17:18:02,2019-08-07 20:25:04,20
FXNC,2011-05-16 09:25:03,2019-11-08 16:26:00,27
FXS,2011-09-09 17:19:00,2019-08-07 20:23:04,20
FXSG,2011-09-09 17:18:05,2018-06-11 16:14:05,18
FXY,2011-09-09 17:18:00,2019-08-07 20:25:03,21
FZMD,2009-04-14 10:56:04,2019-11-14 13:17:02,17
G,2008-08-14 08:41:00,2009-11-09 15:35:00,5
GABC,2014-05-09 13:38:02,2019-11-08 16:39:01,18
GADS,2010-05-17 12:58:04,2019-11-06 07:35:03,21
GAHC,2015-08-19 17:25:02,2019-08-20 13:42:03,5
GAIA,2008-05-12 17:00:02,2019-04-29 17:26:03,9
GAIN,2008-01-31 16:56:05,2019-11-04 16:07:00,26
GAINL,2008-01-31 16:56:05,2019-11-04 16:07:00,26
GAINM,2008-01-31 16:56:05,2019-11-04 16:07:00,26
GALT,2008-11-07 07:16:05,2019-11-12 07:52:01,29
GATX,2008-04-29 17:19:04,2019-10-25 15:38:04,35
GBBT,2015-11-13 14:01:04,2019-05-17 09:49:05,4
GBCI,2010-08-06 14:09:04,2019-08-02 16:34:04,28
GBCS,2010-05-21 16:43:03,2019-11-18 13:24:01,11
GBDC,2011-02-10 08:24:02,2019-08-07 16:33:00,18
GBGD,2008-11-14 15:01:02,2012-11-26 18:28:00,4
GBL,2009-08-06 17:04:02,2019-11-08 16:45:04,4
GBLI,2010-11-09 16:41:00,2019-11-08 08:04:00,23
GBLX,2015-11-18 13:32:05,2019-11-15 16:45:02,11
GBNK,2008-05-07 13:26:05,2018-10-31 16:18:00,25
GBPT,2017-06-19 13:22:05,2019-11-14 17:21:04,12
GBR,2008-11-14 16:30:02,2019-11-14 11:02:00,7
GBSNQ,2014-11-14 14:41:00,2017-05-22 07:01:04,8
GBT,2015-09-24 17:28:01,2019-11-07 16:10:01,7
GBX,2008-01-08 21:32:04,2011-07-08 16:51:00,9
GCAN,2017-11-20 16:18:01,2019-11-18 06:16:03,9
GCBC,2009-11-13 14:08:00,2014-05-14 09:10:02,7
GCC,2008-11-12 06:10:01,2019-11-08 16:03:02,12
GCE,2012-05-09 18:36:00,2019-08-05 08:42:04,23
GCI,2015-04-30 17:15:04,2019-10-31 16:22:04,13
GCO,2008-06-10 16:41:05,2019-12-12 15:26:02,37
GCP,2016-05-11 16:18:03,2019-11-06 16:07:03,12
GD,2008-05-06 16:59:01,2019-10-23 11:21:04,35
GDDY,2015-05-13 19:27:04,2019-11-06 17:48:01,15
GDEN,2009-05-08 17:14:05,2019-11-08 17:13:00,15
GDI,2017-08-04 06:16:03,2019-10-30 16:16:05,7
GDOT,2010-08-12 21:04:03,2019-11-12 16:31:05,29
GDP,2008-05-08 16:58:05,2019-11-07 11:57:02,36
GDRZF,2010-05-13 17:23:02,2011-11-14 16:05:04,6
GDSI,2019-07-09 17:10:05,2019-08-14 13:28:02,2
GDYN,2019-11-12 17:32:00,2019-11-12 17:32:00,1
GDYNW,2019-11-12 17:32:00,2019-11-12 17:32:00,1
GE,2008-07-25 16:09:02,2019-10-30 06:23:02,25
GEC,2008-07-07 16:59:05,2019-11-12 17:19:01,28
GECC,2016-11-14 17:22:00,2019-11-14 06:02:04,9
GEF-B,2010-09-09 16:30:04,2019-08-29 17:21:01,19
GEF,2010-09-09 16:30:04,2019-08-29 17:21:01,19
GEL,2008-05-09 13:35:05,2019-11-06 14:54:02,36
GEMP,2016-09-14 09:14:03,2019-11-08 09:24:04,11
GEN,2008-05-07 17:28:02,2019-11-08 13:41:04,37
GENC,2008-08-11 08:55:02,2019-08-02 08:42:04,27
GEO,2008-05-02 15:57:00,2019-11-07 16:55:01,28
GEOS,2008-02-08 10:42:03,2019-08-09 10:31:02,35
GERN,2012-11-02 16:16:03,2017-08-09 16:16:04,14
GES,2008-06-11 21:03:02,2012-12-05 16:07:01,15
GETH,2016-02-19 14:59:04,2019-11-14 13:36:04,16
GEUR,2008-04-21 15:25:04,2018-07-17 15:16:01,20
GEVO,2011-05-06 15:21:03,2019-11-12 17:47:02,28
GFED,2008-05-14 15:06:05,2011-11-14 11:26:03,6
GFF,2008-02-11 12:12:00,2019-08-01 17:05:04,34
GFGY,2008-03-14 14:13:05,2019-09-16 12:57:03,37
GFMH,2013-12-12 16:13:02,2019-12-13 13:56:02,19
GFN,2008-11-12 06:01:03,2019-11-07 13:44:01,30
GFNCP,2008-11-12 06:01:03,2019-11-07 13:44:01,30
GFNL,2010-05-26 15:18:04,2018-11-19 16:06:03,30
GFNSL,2008-11-12 06:01:03,2019-11-07 13:44:01,30
GFTX,2008-08-19 15:03:01,2014-08-20 16:43:00,8
GGG,2010-07-21 17:15:01,2019-10-23 16:26:00,19
GGROU,2010-08-16 16:04:03,2019-11-08 07:38:04,32
GH,2018-11-19 16:31:04,2019-11-07 17:17:00,4
GHC,2012-08-07 17:08:02,2019-10-30 09:20:02,23
GHHC,2017-02-14 14:03:01,2019-08-14 14:23:05,9
GHL,2008-05-09 17:30:00,2019-11-07 13:14:02,33
GHM,2008-01-29 08:00:05,2019-11-05 07:31:04,17
GHMP,2011-05-12 14:24:02,2018-09-21 12:39:02,14
GHSI,2017-05-11 17:08:00,2019-11-13 17:26:03,9
GIDYL,2015-08-13 15:50:05,2019-11-08 16:56:01,12
GIFI,2012-07-30 16:15:04,2019-11-05 08:34:04,17
GIGA,2008-02-11 14:02:03,2009-08-04 20:01:03,5
GIII,2008-06-09 17:04:02,2019-12-06 15:58:00,14
GIMO,2013-08-12 17:27:01,2017-11-03 16:10:00,13
GIS,2008-03-19 17:55:00,2018-12-19 16:21:02,30
GIX-RI,2019-08-07 16:47:02,2019-11-06 16:31:02,2
GIX-UN,2019-08-07 16:47:02,2019-11-06 16:31:02,2
GIX-WT,2019-08-07 16:47:02,2019-11-06 16:31:02,2
GIX,2019-08-07 16:47:02,2019-11-06 16:31:02,2
GJCU,2019-11-15 17:30:04,2019-11-15 17:30:04,1
GKIT,2008-08-29 16:53:00,2019-10-07 13:20:00,12
GKOS,2015-08-13 17:17:02,2019-11-06 17:13:02,14
GL,2008-11-07 15:22:05,2019-11-12 08:33:00,28
GLAD,2008-02-05 16:07:04,2019-05-01 16:02:05,32
GLADD,2008-02-05 16:07:04,2019-05-01 16:02:05,32
GLADL,2008-02-05 16:07:04,2019-05-01 16:02:05,32
GLAE,2008-05-08 11:50:05,2019-11-08 16:06:03,36
GLBD,2019-11-19 17:14:05,2019-11-19 17:14:05,1
GLBZ,2017-11-14 13:39:01,2019-11-14 10:28:03,7
GLD,2008-02-07 14:29:04,2008-05-09 15:52:01,2
GLDD,2008-05-12 16:04:05,2014-05-07 09:23:02,14
GLF,2008-04-30 09:16:03,2012-11-07 15:56:00,12
GLFH,2013-11-19 15:40:00,2018-11-14 16:01:02,18
GLG,2013-11-14 16:30:02,2014-05-16 07:00:04,2
GLGI,2015-04-14 16:30:01,2019-10-15 17:25:02,14
GLIBA,2013-11-07 18:17:03,2019-11-12 06:43:01,19
GLL,2012-05-10 16:42:01,2019-11-08 11:12:04,7
GLLK,2014-01-09 14:12:02,2015-07-17 14:39:01,7
GLLX,2017-08-03 17:07:00,2019-03-14 12:52:00,6
GLLXD,2017-08-03 17:07:00,2019-03-14 12:52:00,6
GLNS,2008-02-14 17:23:04,2019-11-12 17:38:00,18
GLP-PA,2008-11-07 12:30:00,2019-11-07 12:27:00,39
GLP,2008-11-07 12:30:00,2019-11-07 12:27:00,39
GLPH,2013-10-28 19:55:03,2019-07-23 16:30:01,9
GLPI,2013-11-25 10:21:00,2019-11-01 07:02:02,21
GLRE,2008-11-04 16:58:01,2019-11-06 16:38:01,25
GLT,2008-05-08 13:09:01,2019-04-30 16:39:02,31
GLTC,2008-02-14 16:44:00,2019-11-08 16:15:04,30
GLTR,2011-05-13 16:46:05,2019-05-09 14:21:05,26
GLUU,2008-05-15 17:09:05,2019-11-08 16:03:01,31
GLW,2008-10-30 16:22:04,2019-05-03 12:36:02,21
GLXZ,2008-05-20 16:35:03,2019-11-13 18:11:02,30
GLYE,2011-11-10 14:06:00,2019-05-15 16:32:01,20
GM,2010-04-07 11:27:05,2019-10-29 15:32:03,32
GMBL,2010-04-23 15:52:00,2019-11-19 17:31:03,4
GMBLW,2010-04-23 15:52:00,2019-11-19 17:31:03,4
GME,2010-06-09 16:08:04,2011-06-08 17:14:02,4
GMED,2012-08-21 18:20:02,2019-11-06 16:38:02,23
GMER,2010-05-14 13:47:00,2019-11-14 11:10:03,20
GMGI,2009-03-09 16:43:02,2016-06-20 09:32:00,11
GMHI,2019-05-06 17:11:01,2019-11-08 16:01:02,3
GMHIU,2019-05-06 17:11:01,2019-11-08 16:01:02,3
GMO,2010-07-30 13:04:03,2015-08-04 09:30:02,15
GMRE,2014-01-14 17:30:00,2019-11-07 16:17:03,15
GMS,2016-09-13 12:31:01,2019-12-05 16:37:05,11
GMTA,2008-04-29 17:19:04,2019-10-25 15:38:04,35
GMVP,2016-10-07 06:06:01,2016-10-07 06:06:01,1
GNAL,2015-08-14 17:22:01,2019-11-19 17:22:05,15
GNBC,2018-05-10 17:29:05,2018-11-08 16:56:05,3
GNBT,2014-12-12 17:01:01,2015-03-06 16:02:00,2
GNC,2011-05-10 15:56:03,2019-10-25 07:21:04,27
GNCA,2014-05-09 14:40:04,2019-10-24 09:01:01,18
GNK,2011-05-10 16:49:02,2019-11-07 16:33:02,24
GNL-PA,2012-05-29 17:01:04,2019-11-08 16:46:02,24
GNL-PB,2012-05-29 17:01:04,2019-11-08 16:46:02,24
GNL,2012-05-29 17:01:04,2019-11-08 16:46:02,24
GNMK,2012-11-08 16:13:02,2019-11-06 17:12:05,17
GNPX,2017-11-27 17:22:05,2019-11-14 12:08:05,8
GNRC,2010-05-14 06:01:02,2019-11-05 17:27:03,12
GNTW,2013-08-02 14:32:02,2015-04-15 16:16:02,5
GNTX,2009-05-04 08:27:04,2018-05-04 12:17:02,20
GNTY,2017-06-20 16:52:04,2018-11-09 09:11:00,6
GNUS,2017-05-15 16:28:05,2019-11-14 17:22:02,9
GNW,2008-04-29 08:33:02,2019-07-31 17:30:03,12
GO,2019-08-13 16:49:03,2019-11-12 08:08:03,2
GOGO,2018-08-08 12:05:00,2018-08-08 12:05:00,1
GOLF,2016-12-08 16:50:03,2019-10-31 16:06:03,10
GOOD,2008-08-05 16:09:03,2017-07-31 17:26:03,17
GOODM,2008-08-05 16:09:03,2017-07-31 17:26:03,17
GOODN,2008-08-05 16:09:03,2017-07-31 17:26:03,17
GORO,2012-11-14 17:54:03,2019-10-29 19:49:04,22
GOSS,2019-05-14 07:47:00,2019-11-12 16:21:05,3
GOVX,2008-08-11 12:23:00,2010-08-06 14:00:02,5
GPAQ,2019-11-12 17:24:02,2019-11-12 17:24:02,1
GPAQU,2019-11-12 17:24:02,2019-11-12 17:24:02,1
GPAQW,2019-11-12 17:24:02,2019-11-12 17:24:02,1
GPC,2008-05-07 11:37:05,2019-10-18 12:05:05,15
GPFT,2011-08-04 12:35:02,2019-11-25 06:13:05,31
GPI,2008-05-07 17:29:03,2019-10-30 17:23:01,35
GPIC,2008-05-14 16:40:04,2018-11-09 13:59:00,21
GPIW,2017-03-15 14:16:03,2019-06-13 15:19:01,7
GPJA,2008-05-07 15:34:01,2019-10-29 19:30:03,36
GPK,2008-05-09 12:03:01,2019-10-22 13:51:00,36
GPLB,2008-05-15 16:45:03,2019-08-12 13:29:05,8
GPMT,2017-08-14 13:34:05,2019-11-05 16:21:05,8
GPN,2009-04-06 17:24:05,2019-10-31 09:17:03,30
GPOR,2008-05-09 14:50:05,2019-11-01 10:49:00,36
GPP,2016-05-05 16:18:00,2019-11-07 15:05:05,12
GPRE,2010-05-03 17:26:04,2019-05-09 15:32:03,28
GPRO,2014-08-11 16:48:04,2019-11-07 17:41:03,17
GPS,2008-06-10 15:12:05,2008-12-09 16:49:02,3
GPX,2008-05-08 12:13:00,2019-11-07 13:29:01,31
GQMNF,2010-05-14 16:46:00,2015-08-10 15:16:00,19
GRA,2008-05-09 12:23:00,2019-11-07 14:32:00,36
GRBK,2008-11-14 06:01:04,2019-11-08 08:33:00,19
GRBX,2010-05-24 13:55:04,2018-11-21 14:32:05,29
GRC,2008-05-05 11:43:05,2010-07-29 09:19:03,4
GRIF,2011-10-06 11:44:02,2019-10-09 09:59:05,22
GRIL,2019-07-26 14:46:05,2019-11-19 19:31:00,3
GRLB,2017-02-17 14:49:02,2019-05-15 12:59:04,8
GRMC,2009-08-14 16:39:03,2019-08-26 18:41:01,31
GRMM,2017-05-10 15:37:03,2019-11-19 17:09:01,10
GRMN,2018-08-01 07:02:00,2019-05-01 08:07:03,3
GRNF,2010-12-17 17:27:00,2013-03-11 11:46:03,11
GRNQ,2015-06-11 10:00:01,2019-11-06 06:21:02,15
GRNV,2019-12-18 19:32:04,2019-12-18 19:32:04,1
GRNVR,2019-12-18 19:32:04,2019-12-18 19:32:04,1
GRNVU,2019-12-18 19:32:04,2019-12-18 19:32:04,1
GRNVW,2019-12-18 19:32:04,2019-12-18 19:32:04,1
GROG,2015-10-14 10:49:00,2018-04-16 13:50:05,6
GROW,2008-02-08 16:30:03,2019-11-07 16:59:04,32
GRPN,2012-05-14 18:43:01,2019-11-04 17:13:04,25
GRSHU,2018-11-13 16:11:04,2019-11-12 16:31:00,4
GRST,2011-09-06 15:54:02,2019-05-15 15:05:02,9
GRTD,2012-08-14 13:17:03,2012-08-14 13:17:03,1
GRTX,2019-12-10 07:31:04,2019-12-10 07:31:04,1
GRUB,2014-05-15 16:21:05,2019-05-10 16:16:02,16
GRVE,2008-11-14 16:56:03,2013-11-19 14:10:04,11
GRWC,2009-05-20 14:00:02,2019-11-19 17:05:00,29
GRWG,2019-11-12 06:06:04,2019-11-12 06:06:04,1
GRYN,2010-06-14 14:59:00,2014-06-23 10:15:00,11
GRYO,2009-08-11 15:14:00,2010-02-05 19:13:05,2
GS-PA,2012-05-09 18:36:00,2019-08-05 08:42:04,23
GS-PC,2012-05-09 18:36:00,2019-08-05 08:42:04,23
GS-PD,2012-05-09 18:36:00,2019-08-05 08:42:04,23
GS-PJ,2012-05-09 18:36:00,2019-08-05 08:42:04,23
GS-PK,2012-05-09 18:36:00,2019-08-05 08:42:04,23
GS-PN,2012-05-09 18:36:00,2019-08-05 08:42:04,23
GS,2012-05-09 18:36:00,2019-08-05 08:42:04,23
GSAH-WT,2018-08-07 16:21:05,2018-11-06 16:07:05,2
GSAT,2008-11-10 17:00:03,2019-11-12 16:45:02,23
GSB,2008-08-19 17:22:02,2019-11-12 16:09:02,28
GSBC,2017-11-07 14:41:04,2019-11-06 16:08:03,6
GSBD,2019-05-09 16:43:00,2019-05-09 16:43:00,1
GSG,2010-05-07 17:06:02,2019-11-06 14:00:04,22
GSHD,2018-06-07 09:44:03,2019-08-02 13:49:03,5
GSHN,2017-03-14 09:21:03,2017-12-05 06:16:00,3
GSIH,2008-05-15 16:02:01,2019-08-14 12:26:05,22
GSIT,2008-02-11 16:11:04,2014-02-11 18:07:03,17
GSKY,2018-08-10 14:57:03,2019-11-14 16:57:00,5
GSMG,2019-11-14 17:29:05,2019-11-14 17:29:05,1
GSMGW,2019-11-14 17:29:05,2019-11-14 17:29:05,1
GSPE,2012-05-21 11:17:00,2019-09-27 16:56:02,11
